id	text	misogynous	misogyny_category	target
1670	Trynna look like a bad bitch with a side of hoe for homecoming.	1	discredit	active
1671	bitch just called me her fuck buddy I told the bitch I aint no hoe smh	1	discredit	active
1672	@butwhybewhy First of all bitch fuck u, second of all we BOTH hoes 😴	1	discredit	active
1673	i wan no bitch till iknow she gone stay down fa me.. kus all these hoes doin dicks & ian goin for it	1	discredit	passive
1674	“go talk to your other hoes” first of all, bitch you’re the only one i talk to!	1	discredit	active
1675	Idc if a bitch was a hoe cause I love hoes. They're mad fun and nastyyy.	1	discredit	passive
1676	Now All These Hoes Talking Bout THEY NEED A GUCCI BITCH BE YOSELF	1	discredit	passive
1677	Hoes think just cause they don't reply it means there's no answer/no consequences. Lmao BITCH no reply means you guilty as shit 😂😂	1	discredit	passive
1678	@JustJared This trashy whore gold digger at again trying be something that makes her think shes good ughhh not happening hoe bag pos	1	discredit	active
1679	I'm just tweetin ion want no hoes why you dm'n me lil whore 😂💀	1	discredit	passive
1680	She’s a whore and her moms a drug addict. Don’t fall for these hoes https://t.co/QBquhnW7PY	1	discredit	active
1681	Men really don’t care being called a hoe or whore . Shit don’t bother us	1	derailing	passive
1682	1 hoe 2 hoe 3 hoe 4, girl you know you're just another whore 🤷🏼‍♂️	1	discredit	passive
1683	@xXKristyP Ok hoe or whore you choose sweetie?	1	discredit	active
1684	Where tf are you ! I miss your white black ass hoe ! Mf c*ck sucking whore ‼️💖❣️😘 https://t.co/H0h8Kjsb5P	1	sexual_harassment	active
1685	i cannot allow my folks to cuff no whore , not a good look fuck allat turn a hoe into a house wife shit 😂	1	stereotype	passive
1686	Don't you hate how girls just Whore around because they never got daddy's attention ?? And so they have to interfere in relationships.. hoe	1	discredit	passive
1687	@lucymilsom2 your just a dirty fuckin whore u got all this chat about me go suck ur fuckin mum u disgusting lil hoe say suttin	1	discredit	active
1688	She blocked me lmao 😂 well fuck you and your whore of a friend, you’re lame and you’re a fake ass bitch. Later hoe 😩	1	discredit	active
1689	@maisonmargieIas Wow that hoes aint shit, You deserve better dan that ugly whore brother	1	stereotype	active
1690	Ain't nobody stabbed your ass in the back hoe. We just all saw how much of an attention whore and fake bitch that you actually are.	1	sexual_harassment	active
1691	If she dressed like a hoe in the cold she a real Whore ✋🏾😂😭	1	discredit	active
1692	@TeenMomGossip He must be so proud of his cam whore 😆 oh please let her continue to be a hoe & a “role model” gtfo	1	discredit	active
1693	Aye @lostspecimen youre a fucking whore dont fucking speak to me again u fuckin peacock fake ass hoe	1	dominance	active
1694	Get ready to see all the hoe bunnies, slut kitties, and whore mice post themselves on this Halloween night.	1	discredit	passive
1695	Can’t even date or talk to a girl who is an attention whore on social media. What makes you think ima date or talk to a hoe in real life🐸🤣	1	discredit	passive
1696	Whatever hoe it is, it is still a hoe. And yu r still a WHORE https://t.co/6neLNmH3j1	1	discredit	active
1697	@cocosworld My new hoe why the whore label im gonna call million dollars whores records labe and get mind https://t.co/nMOM25f3dx	1	discredit	active
1698	Well Kat... that's what happens when you're a whore 🤷🏽‍♀️ #BlackInkCrewCHI Phor & Ryan (after he f'd your bff) yeah u a hoe 😂	1	discredit	active
1699	I knew bobby shmruda respected women when he said 'if you aint a hoe get up out my traphouse!' Legendary	1	discredit	passive
1700	I can’t live my life based on what women find attractive. Lmao every single one of you hoes can suck my dick	1	sexual_harassment	passive
1701	@randiiiadams But a women cheats and parties? She a hoe leave her ass. The double standard....amazing	1	discredit	passive
1702	She degraded dark skin women and the LGBTQ community, that hoe is cancelled for life	1	sexual_harassment	active
1703	Hazel e is a joke. Girl you bashing dark skin women who all look better than you !!! Wack ass hoe	1	discredit	passive
1704	Female Logic: 'I HAVE to go through my hoe phase before I can become a real women and be in a relationship.'	1	stereotype	passive
1705	@JaelenBrown “I want women to have equal rights” ... unless you don’t fit my exact definition of how a woman should be then you’re a hoe	1	dominance	active
1706	She definitely gotta be a hoe because women love the idea of marriage lmao	1	stereotype	passive
1707	Fuck hoes a bitch ain’t nothin women be trippin bruh	1	discredit	passive
1708	I thought you had to fuck 20 different guys to be a hoe 🤔 so that explains why women fine someone better but still… https://t.co/1d9ZFHT3kE	1	stereotype	passive
1709	can grown women stop glorifying being a hoe, y'all don't realize the influence on the young bitches	1	discredit	passive
1710	Most women that Know me just said 'now eric you Know you dont have no inner hoe' 😂 im 2 much of a gentleman but i know my hoe is deep down	1	stereotype	active
1711	Blac Chyna is straight trash and an abomination to women everywhere. Don’t @ me cause I don’t care. Hoe responsibly, bitches.	1	discredit	active
1712	I'll have bitches on bitches and I will be a god. But damn women are hoes. https://t.co/C0SmksJVSm	1	discredit	passive
1713	A hoe wants attention a women wants respect.	1	discredit	passive
1714	All women aren’t hoes, correction https://t.co/30iHGB0q1L	1	discredit	passive
1715	When a lot of the women on here changed from themselves into hoe tweeters <	1	discredit	passive
1716	'Oh so when a man sleeps with lots of women he's cool but when a woman sleeps with lots of men she's a hoe?' YES	1	stereotype	passive
1717	It’s like women can’t wait to be a hoe when the relationship ends	1	discredit	passive
1718	Imagine as a parent giving birth to a hoe like Shamiso who gives out her pussy for cash? S/O to women who work hard for their own things	1	discredit	active
1719	@njokingumi You call it whatever you want -You praise hoes and and women in the wrong moral leaf and attack men in general.shame on you bitch	1	derailing	active
1720	@Liv_Fancy I call them a whale ass hoe? I was told bc everyone envies skinny women https://t.co/272zH3ilKt	1	stereotype	passive
1721	And I was cool with both guys 😂 shows you women are sneaky and ain't shit just like Niggas. Always knew my baby mama was a hoe 😭	1	discredit	passive
1722	I wonder if rick will make another deal with those crazy ass women 🤔 and if that crazy ass nigga will actually hoe Daryl again 😐	1	discredit	active
1723	rape is bad but alota hoes be lying bout that shit women are crazy dawg & will fuck ya life up be careful..	1	sexual_harassment	passive
1724	@SkyNews She’s actually a clown! They should sue her for being a fucking dumb cunt and falling down the hole nearly squashing the winners 😂	1	discredit	active
1725	@SindhuBoddu It will always be ready and hard for you to bring your holes and beat it with your cunt and ass https://t.co/OtoJQvC7FF	1	sexual_harassment	active
1726	@stephypoos87 ur cunt would be so wet as I fucked ur slut holes x	1	sexual_harassment	active
1727	Hello cunt hole.. @nickiminaj Doh be on me saddis I’ll buss yuh face..	1	discredit	active
1728	if this big troglodyte bitch texts my man again im going to put bullet holes into your knee caps. i don't fight big white bitches they dogs	1	sexual_harassment	active
1729	@HillaryClinton HILLARY U BITCH SHUT YOUR HOLE RE: THE COMFORT AS U R A CAREER CRIMINAL MY DEAR. HOW ABOUT THE MILL… https://t.co/l2K8NgmC4e	1	dominance	active
1730	@NIVIsa4031 @FoxNews @CNN THAT BITCH MUST HAVE A STRONG BACK. SHE CANT STOP DIGGING THE HOLE SHES IN. JESUS HILLA M… https://t.co/K3b90Tqais	1	discredit	active
1731	Your bitch a true thot had to let her go like a cool cop shoot u and put a hole in ur head like a juice box	1	sexual_harassment	active
1732	@socorro_jesuss bitch i live in another country and you just live in mg's hole	1	discredit	active
1733	@TSwiftCisco That’s so rude bitch tell them to go back into their hole	1	discredit	active
1734	U nothing but another pussy hole bitch get used to it	1	discredit	active
1735	okay bitch, fuck off it’s not your business🖕🏽🖕🏽 fall in a hole and get anal fucked by satan’s horn! BITCH https://t.co/TfTCsUtsGP	1	sexual_harassment	active
1736	Yall want sex to be some kinda spiritual rabbit hole soooo bad. *Just finished* Her: I'm hungry You: Me too bitch d… https://t.co/73gwV0YklW	1	dominance	active
1737	Sheesh RT @Jerry_Capree: Bitch i wana enter every hole that you got	1	sexual_harassment	active
1738	@chelseahandler @realDonaldTrump BITCH U NEED TO SHUT UR FUCKIN HOLE.. ENOUGH IS ENOUGH. #persist	1	discredit	active
1739	@bigshitxtalker Lmfao weaaak. Coming from the bitch that ain't got pictures. Go back to your hole 🙄	1	discredit	active
1740	Foreign car swerving pot holes bad bitch she from chicago	1	discredit	active
1741	@EmmaSlutWatson oh you dirty bitch me and my friends are going to fuck all your holes till you can't take no more… https://t.co/zx8MJn5oJb	1	sexual_harassment	active
1742	Watching the ALCS from my mom's basement is truly a pleasure. Crawl back into your hole weak ass bitch https://t.co/RnvtnQAtt4	1	discredit	active
1743	@LaloDagach must be a bitch to eat with the fabric getting in the way of the cake -hole	1	discredit	active
1744	@Tahshaun1738 Bitch Biggs ass hole	1	discredit	active
1745	@YeenShitCuh Bitch keep my name out your mouth. & worry about that loose hole of yours.	1	discredit	active
1746	Let’s Put This Lil Corny Bitch In A Hole And Throw Cheetos At Her https://t.co/dawiQw2BIj	1	sexual_harassment	active
1747	Nah that bitch sucking ass hole and you vibin😷😷Fuck outta here young rainbow https://t.co/LTWAct2gXG	1	discredit	active
1748	@RepWilson How does a wretched ugly BITCH show joy at being a wretched bitch. Wilson crawl into ur hole & disappear	1	discredit	active
1749	if before y'all start comin @ me like DASS ESSPENSIVE bitch until u watch a mile in my shoes (THERE IS LITERALLY HOLES) you'll understand	1	discredit	active
1750	@JackPosobiec You Stupid Wanna Be Bitch Go Back To Your Hole	1	discredit	active
1751	Her : Gucci is a Real Men he married is girl First of all that was Clone Gucci so bitch that hole shit was fake	1	discredit	active
1752	@AdamHargitai007 @Jess_JessP @Playboy Your a bitch who needed to shut his hole	1	dominance	active
1753	Now how this bitch gonna fart and not say excuse me but stink up the hole check out lane #NoLadyLike	1	discredit	active
1754	@pleasemybody they deadass digging a hole for themselves @AtlanticRecords fat bitch loose weight	1	stereotype	active
1755	listen... i love lil b but i would not fuck with dej loaf at all. she prob got poison up in her nail polish like that bitch from holes	1	discredit	active
1756	Sometimes you just gotta stick a key hole in that bitch and chug	1	discredit	active
1757	I just need one kitty one butt hole to lick one person to be my NUMBER ONE FAN& support me I just need a bitch to be my peace just ONE 🤷🏽‍♂️	1	discredit	passive
1758	Help us all The Bitch is back. I checked the hole she went in and covered it up. https://t.co/mpKHkIWC8S	1	discredit	active
1759	@DrMartyFox @FBI This old bitch needs to go out to pasture! Dig a hole too racist	1	discredit	active
1760	old person: did you buy that shirt with holes in it? me: yes it’s called fashion bitch look it up	1	discredit	active
1761	@BBHMMs fuck you you bitch hole	1	discredit	active
1762	A bitch out of the hell hole	1	discredit	active
1763	@lovetofuck1998 DM daddy. Show me what your doing to your little wet whore holes . Show daddy how nasty of a slu… https://t.co/L9mroYJjvY	1	discredit	active
1764	@JudgeJeanine Crawl back in your hole, you're nothing but a fame whore tv judge	1	discredit	active
1765	the master bedroom curtisn at 10 crednhill park are wide open like a hooker three holes as clare is a slag slut tart whore slag slut like	1	discredit	passive
1766	@SapphireSux Sorry the old sapphire can’t come to the phone right now. Why? Oh. Cause she’s busy filling her whore hole.	1	discredit	active
1767	Riding ur shithole like a whore fucker. Conquering ur hole fucking u boipussy in all position & mak u get facial wi… https://t.co/I2hHb5sLva	1	sexual_harassment	active
1768	@Real_Girlsx She’s such a whore on insta! I’d own her holes forever!	1	discredit	active
1769	They say home is where the heart is. But I got a hole where my heart is because I let a whore where my heart is	1	discredit	active
1770	@Cumkitten_R2 your fucken hot im hot fuck hard do anything you want to be my slut whore and open your holes you HOT SLUT. WE LOVE TO FUCK	1	sexual_harassment	active
1771	Only if I can hire you to whore you out, and breed your cummy hole after. Black pimp, white bitch ♠️😏 https://t.co/qdevjpSIfV	1	sexual_harassment	active
1772	I’m gonna treat women like a hole	1	stereotype	passive
1773	Especially old women who can't shut their pie hole.	1	dominance	passive
1774	@Im_strauss And women pussy hole ?	1	discredit	passive
1775	THIS WOMEN CAN DO ONLY ONE THINK, BACK INTO HER RAT🐀 HOLE NEVER TO COME OUT AGAIN🐀IF SHE SHOW UP ON SURFACE AM CALL… https://t.co/ieVWAepoc1	1	dominance	active
1776	What is this women covering up on her head with all these carnival dollar store hats she wears? Is there a big hole… https://t.co/HktCBvQuLQ	1	discredit	active
1777	@rendale @CNNTonight @donlemon the stupidity of liberal women is relentless! Please stay in your perverted hole LA	1	discredit	passive
1778	Harvey: Ugh! Just disgusting. Pedro: Disgusting are the illuminati women because they were fucked up in every hole.	1	discredit	passive
1779	@SovereignCortez U DAM STUPID ASS HOLE THEY DON'T KILL ANIMALS IT FOR WOMEN WITH BREAST CANCER U DAM BITCH!!!!	1	discredit	active
1780	@robbysoave @benshapiro @ENBrown Hmmm....do women like to be stuffed in every hole and paid ... ?😕	1	stereotype	passive
1781	There are good men out there women stop accepting ass holes that appear to be right.It is a excuse to turn lesbian cuz of a no good man.	1	stereotype	active
1782	Loool I tried using my card abroad n the cunt hoe sket worker was like 'ur card declined maybe u dnt have enough' I… https://t.co/HmQoKmwtMu	1	discredit	active
1783	Well when you and a hoe are not on the same level and her cunt is skinned open	1	dominance	active
1784	@jellsoval You’re just a dumb little cunt who had an abortion to go be a hoe, and you eat your tampons tryna be “fe… https://t.co/UtFOtQ1C19	1	discredit	active
1785	SO you hoes and that cunt can have it..	1	discredit	passive
1786	What would you do if a girl kicked you in the balls... — Imma cunt punt tf outta hoe 'for no reason' https://t.co/OHjIyCXw8n	1	discredit	active
1787	DUMB CUNT OMM, JUST KNOW IM COMIN FOR YOU HOE	1	sexual_harassment	active
1788	@kurisuwu Fuck you cunt hoe no you won’t ily😘	1	discredit	active
1789	What a glorious cunt you have. Too bad youre a basic bitch. Always were always will be. Stay mad. Hoe. #Imtalkingaboutadude 😂😂😂	1	discredit	active
1790	@indigomermaidd You're the exception , you weren't a rude lil cunt like some hoes. 🙃💕	1	stereotype	active
1791	Ur a cunt nd she’s a hoe, nuff said	1	discredit	active
1792	@svgethe3rd She is a fucking slut wtf cunt she deserves to fall in that river dumb hoe that shit is fucked cunt	1	discredit	active
1793	@Mike__2ff @KydSplash That cunt ass hoe recording can get fox news’d 2	1	discredit	active
1794	Hoe asss bitch what the fuck	1	discredit	active
1795	Young bitch getter cuff ya hoe before I take ha	1	stereotype	active
1796	I don’t want no nigga wit a bitch or fucking multiple hoes I love my health	1	discredit	active
1797	@KoiyaThePerv bitch ass hoe🙄	1	sexual_harassment	active
1798	My sister it's #NoBraDay to raise cancer awareness not for you to hoe 😅	0	0	0
1799	I love my religious brothers and sisters, but @realDonaldTrump, FUCK YOU, YOU'RE NOT EVEN A REAL THEOCRAT YOU FAT USLESS BITCH.	0	0	0
1800	@HanSimpkin Wait till you've got gin tomorrow you won't have it then cock	0	0	0
1801	There's interesting insight to uncover and understand if you want to go down that rabbit hole.	0	0	0
1802	@chiefrepublic1 @TandtheB LOL... they didn't applaud a rape threat.. .how long are you going to ride that shit?	0	0	0
1803	Hey ladies and men, rape, and sexual assault, etc of any sort is not acceptable in society. For those of you who commit these acts, pls die.	0	0	0
1804	We don't know about you , k.inne bare fan ho ap bh cricket k. @fahadmustafa26 @rummanraees15 @realshoaibmalik @babarazam258 https://t.co/2S7e4deOcn	0	0	0
1805	@scottygb PS: so happy we kicked your ass off the continent in 1776. Can't imagine living in a socialist rat hole emulating 1984.	0	0	0
1806	@realDonaldTrump Dont you mean killing Americans. You lowlife piece of garbage i hope you rot in hell you son of a bitch	0	0	0
1807	@realDonaldTrump Trump, the only thing you worship is Putin’s dick and money.	0	0	0
1808	how small a cock do you have to have to park sideways in the Tesco car park?? Flexing your Ford Focus lol	0	0	0
1809	@TMZ I don't want to blame the victim but this makes it difficult. Are you a ho just lookin for money or are you a victim looking for justice?	0	0	0
1810	@MrStephenHowson you had a great chance to show everyone that you’re not a cunt on tv tonight and you fucked it up.	0	0	0
1811	@sugayiffer Buy more RAM, girl :P	0	0	0
1812	@glaiveXD WHERE THE FUCK AM I U STUPID CUNT	0	0	0
1813	PLAY MUSICAL CARS ALL YOU WANT...IM LIKE YOU...GOTTA KILL ME TO MAKE ME STOP...YOU HAVE NO DICK https://t.co/Qb7nO1HjuI	0	0	0
1814	@LiamSeaward8 @_KramerPeter Bitch you don't talk about my fucking kids. My fucking kids eat better meals than you'll ever eat in your life, you see that?	0	0	0
1815	@PrideofGypsies a bunch of people who can’t separate a character you play, from the real world, are moaning that you “glamourise rape”, ugh!	0	0	0
1816	@realDonaldTrump You are a dumb cunt twit! When people start dying you should be tried for murder you asshole	0	0	0
1817	If you're fearful to go down rabbit hole, then those who spread oppression, have you right where they want you- 100% controlled. - #Cagsil	0	0	0
1818	Silent about harassment? NOPE. Silent about sexual assault? NOPE. Silent about rape? FUCK NO. You can't shut me up on a GOOD day.	0	0	0
1819	@TheMelissaMilf U should be sucking and gagging on my cock Melissa and me Fucking that hot Booty and stunning sweet Pussy tonight Love 😚😚😚	0	0	0
1820	@meanwhile_0 eats entire bags of dicks. Like, seriously. I've seen him eat an entire bag of disembodied cocks. He's a ravenous cunt m8	0	0	0
1821	@_phriss Dick????😭😭.. Are you seriois now 😒	0	0	0
1822	Someone asks you to catch a rare fish with like two days left in the season and it's like dude can you not be such a dick	0	0	0
1823	As a survivor of rape you have inspired me to be better and to do better. Thank you for all that you do for survivors. #WOCAffirmation	0	0	0
1824	@LoveLikeLow 1) fuck you 2) i gotchu fam, lemme get my pimp hand ready😂	0	0	0
1825	@Los_eBooks So you're saying you /don't/ like how my cock looks in these panties?	0	0	0
1826	@NotAllAboutU Bottom line is you are a paid fake account coming to the support of a rape enabler. Pretty sick.	0	0	0
1827	@Oterooooo @Tigraah So you hate 'Ominous' as a hole because of this... seems legitimate and highly mature.	0	0	0
1828	The fuck is *proof* in a rape case?!? Like how do you want us to PROVE it. Fuck off.	0	0	0
1830	@jre_93 And the only one digging a hole of ignorance is you... sad. I hope you are not teaching your child hate .. but I am sure you are	0	0	0
1831	'Dick hair' sounds like 'take care.' If you're having a bad day, say 'dick hair' as you wave goodbye to annoying people. They won't know. 😁	0	0	0
1832	@MichaelRapaport Been digging the podcast. Always liked you as an actor. Keep doing your thing!! Viva Dick Ritchie!	0	0	0
1833	@GOP @POTUS A man with 3 wives, 15 women accused him of assault, 13 yr old girl accused him of rape, makes speech about religion &; values. Funny! https://t.co/qq8L27OwFh	0	0	0
1834	French MPs are demanding changes to the law on child rape after prosecutors ruled that an 11yr-old girl consented to sex with a man aged 28.	0	0	0
1835	ARE YOU FUCKING KIDDING ME? 49ERS GOING DOWN A SHIT HOLE https://t.co/lcS1oaM0Ug	0	0	0
1836	@GEslave Woow.. You can smoke cigaret and suke May Dick ...😉😊	0	0	0
1837	@BTS_twt I LOVE YOU SO MUCH CHIM 😘 WE LOVE YOU On ho or wat u r cuz THAT GIVE US INSPIRATIONS. WE TREASURE YOU AS HOW Y'ALL TREASURE ARMYs	0	0	0
1838	Ahhh my cousin's fetus doesn't have a dick and I want to rant about gender reveals but I've also been the youngest girl cousin for 29 years.	0	0	0
1839	@PrideofGypsies Hey your awesome! We all make mistakes! If taken in context(your charater did that,) I do not believe you condone Rape.	0	0	0
1840	@_elstrang @giorgia_stevens A slightest sound are you joking! That horrendous heave and huffing and puffing down my ear hole	0	0	0
1841	Went from the last person I'd talk too, to the women I crave on the daily in all about 10 months. Life's really a bitch 🙂😂	0	0	0
1842	Hope you told him you will “stand” with efforts to dismantle Clinton library for his abuse and rape(s) of women. https://t.co/wMYDra7u0w	0	0	0
1843	@TheRoyalBlock @googlecloud Yeah, you can get one free 600MB ram one.	0	0	0
1844	@findingjonah HAHAH thank you hoe-nah!! ((-:	0	0	0
1845	@GrimKids @hungryhouse I have no sympathy you get everything you deserve for going to that shit hole l	0	0	0
1846	@NoLimitsSub1 I'll take you in. DM me NOW SLUT	0	0	0
1847	Thank you to the @DunhamFund and Dick Ebeling for their support in continuing to inspire students and promote #STEM renovation projects! https://t.co/mq8xWiAc5x	0	0	0
1848	I look in her eyes, &; it's clear the girl ain't here. She's already in 1st class on the Mothership. Bitch! Gimme that damn Watchtower!	0	0	0
1849	Sometimes you gotta beat ya dick like it stole something	0	0	0
1850	Niggas think their dick is big when they put it in and you gasp.... first of all I've been holding my breath cause your breath stank	0	0	0
1851	lmao you guys i remember when someone hacked my twitter, called me a whore and shit and tried to say it wasn’t them.	0	0	0
1852	It's #Trumpianity. Rape, pillage, and steal but as long as you say #MerryChristmas it's ok. https://t.co/mK3AuORzjn	0	0	0
1853	@quietrightly What do you mean by that you cunt? My English is perfect! 😊	0	0	0
1854	@Mike_Fox01 Where's a massive sink hole when you need one?	0	0	0
1855	@JulianAssange Julian, you are currently hiding in a cupboard to avoid a rape allegation or two....	0	0	0
1856	If you think I fuck with that hoe then you a fool	0	0	0
1857	@SethMacFarlane just started #TheOrville, glad you got the bro dick jokes out the way early because it has become the series we need. Bravo	0	0	0
1858	A 17 year old girl gets raped 3 times in one walk home by 5-6 different men and people will still claim rape cases are outliers?	0	0	0
1859	@Millexnium [ ho~ you doubt me?	0	0	0
1860	Well Sarah, do you as a human not think the people that shielded the rape of children should be outed? #FFArdFheis17 https://t.co/oe4D8kC9tm	0	0	0
1861	don't watch me you better just watch yo nigga ho	0	0	0
1862	When Hollywood powerhouses accuse you of rape, you have a problem. When you help make them powerhouses, you became the problem!	0	0	0
1863	Don’t be a dick when you rate businesses. 5 stars always for good work; 4 is bad; 3 is very bad; 2 is abysmally bad; 1 star is Satan.	0	0	0
1864	If they're not harassing or assaulting you they're calling you stupid, crazy, irrational, over emotional.	0	0	0
1865	The woman who accused Nelly of rape is refusing to testify, and wants the whole matter dropped… https://t.co/SdBC4Ubazi	0	0	0
1866	That moment when you wanna go crawl in a hole and stay down there forever #rightnow #FridayThe13th #curbsarenotmyfriend	0	0	0
1867	If you don’t vote on my instagram story..... u a hoe.	0	0	0
1868	@TheHockeyLife48 so you admit to actin like a hoe? 💀	0	0	0
1869	Like I'm so glad you guys are standing with skales against that boy with the gutter mouth and pot hole face .	0	0	0
1870	*When you claim Re:Zero in a RP but have already accidentally killed Felt, Rem,and Ram off.*	0	0	0
1871	@GARDENOFADRIAN sweetie, how the hell can you take “oh my god that’s a DICK?!?!?!?!” Style monologue	0	0	0
1872	If you got a tattoo today you a hoe	0	0	0
1873	Cuffing is not DEAD If everybody stop being a hoe then you can cuff 🤷🏾‍♂️😅 But nahh being fuck Buddies in style at #myasu https://t.co/3d4mo2YZvS	0	0	0
1874	So if your reading this and I know you are .. STOP HITTING ME UP YO DICK LIDDO AND NOW THE WORLD KNOWS 😭🤦🏽‍♀️	0	0	0
1875	Lessons consensual #sex for Mr #Weinstein &; others - you mislead, coerce and force yourself on #women - guess what it is #assault and #rape?	0	0	0
1876	@ChadButlerJr You a lie and your barber a hoe too nigga your line up looking like a serrated knife	0	0	0
1877	raevin if you see pink and white you smoking dick https://t.co/kldvd8VJq8	0	0	0
1878	Ho, ho, ho It's magic, you know Never believe it's not so It's magic, you know Never believe, it's not so https://t.co/kCixV8u2eE	0	0	0
1879	What would you do if namjoon sneaks into your room at night and yells 'HERE COMES MONSTER DICK BITCH!!'	0	0	0
1880	All the experts predicting the dodgers will win. Eat a dick.. not that I don't support and love them, but you always jinx them	0	0	0
1881	@yukisterben Yeah, you would probably want to do that, as most mobos don’t default to using the highest ram frequency supported.	0	0	0
1882	@GoldGloveTV I was banned from your chat because I said that cunt was a disrespectful term and I knew why you said it but it still stung.	0	0	0
1883	@HodgesMarla96 @ErinRobertson07 Well answer the question?!?! Did you get a dick?	0	0	0
1884	That was it when Dick Rickles; ? You all want do w/ 248 Mtn Shrod?	0	0	0
1885	If you are unwilling to help victims &; or survivors of rape &; domestic violence by speaking out then you have no place as our advocate. 💜	0	0	0
1886	It’s hard seeing someone you loved so much move on. But just remind yourself you are wonderful and he has a small dick.	0	0	0
1887	@neiltyson Do you know anything about the hole in antarctica or is that fake🤔🤔🤔	0	0	0
1888	@987Woody Thank you woody. I'm going to retweet this in the hopes that this will get back a-hole.	0	0	0
1889	Tbh if you do something that will make me look dumb tonight I deserve it tbh I’ve been a asshole to you and I’ll just a dick 😔💔🙇🏽	0	0	0
1890	FUCK YOU HARVEY WEINSTEIN! Anyone who has suffered from rape and I mean all. Lock him up. I stayed silent for 24 hours. Going sue me HW?	0	0	0
1891	@murdo_fraser What a dick you are, do you think Westminster is doing a good job for the uk?	0	0	0
1892	@ComptonMenace man we’re Bros from another crack hoe. I run my trailer park in bama, you run the CPT	0	0	0
1893	Pregnancy, Periods, Breast Cancer, Being Walked On, Rape, Harassment, Abuse...Females Go Through A Lot. WOMEN ARE STRONG ♥	0	0	0
1894	Dudes, We love all the RTs/Likes &; enjoy a few comments here/there. But cock pix &; writing novels under our pix/vids gets you blocked! 😠	0	0	0
1895	Cat: 'Miaow-miaow-miaow!' Me: 'Aaaawwww...' Cat: 'FEED ME, YOU USELESS FAT BASTARD! FOOD! IN FOOD-HOLE! NOW!' #BloodyCat	0	0	0
1896	Jodie Foster: Hollywood Execs Tried To Rape Me When I Was A Girl https://t.co/8szOnwsbmu	0	0	0
1897	Sounds like you are a mysogenistic dick weasel to me Aaron. When you call mysogenists dick weasels you always feel better https://t.co/QlSaV9Cvzc	0	0	0
1898	@PeterNHess If you take dick off of the pizza you're erasing my history and heritage	0	0	0
1899	You hear a story about a case of a rapist and all your stupid self had to say was that it's a one sided story? A rape case????	0	0	0
1900	There I finally gave you a reason to hate me ya cunt	0	0	0
1901	A woman who accused US rapper Nelly of rape has asked the police to stop their investigation	0	0	0
1902	@ErikTheYordle they give you a gun USE THE GUN TO SPOOK THE SPOOKERS WITH LEAD TO THE DICK	0	0	0
1903	@987Woody Sometimes you can be a dick. #allin	0	0	0
1904	If someone got body and dick..... but not the face.... would you dub them?	0	0	0
1905	@realDonaldTrump Many more are talking about impeachment. Many, Many more. In case you forgot. Collusion, rape, obstruction of justice, profiteering. Losing.	0	0	0
1906	#KickThemInTheBallsCampaign against rape. I #StandWithWomen. I'm not a violent person but If someone attacks you defend yourself. Rape &;	0	0	0
1907	Hole in one and you deserve for it.Congrats https://t.co/EXzIzEXWhM	0	0	0
1908	@phucktee I’m tryna fucking get like you hoe	0	0	0
1909	not jacking off to hentai mind you my cock been dead for days but busy reading!	0	0	0
1910	Sooo @Shanteshanteeee you ain't get my text message hoe? 🤔	0	0	0
1911	Perfect breakfast to start your weekend, ho yummy! Topped with some Green Savi Hot Pepper sauce! What do you have for breakfast? 🌶 https://t.co/MjSEODTfdz	0	0	0
1912	@AxelKatten Cornhole is the Southern name for a game where you throw beanbags at a panel with a hole in it.	0	0	0
1913	@idubbbzJr @HadethR @toddysdobrik @zane You cunt, compare 25 million that rubius have versus the 5 million that David have	0	0	0
1914	@codyko im going to call you an old cunt everyday from today	0	0	0
1915	Just so you know, I'm a righteous Dick Cheney Impersonator, which is not like a thing or anything.	0	0	0
1916	@griederk @atensnut Basically you don't care about rape or victims. You just hate Trump and someone told you to boycott twitter because of Weinstein I get it.	0	0	0
1917	@BenWarrender1 I’ll report you for touching dogs dick	0	0	0
1918	Just played: I Know I'll See You - A Place to Bury Strangers - A Place to Bury Strangers(Killer Pimp)	0	0	0
1919	Ho you voted for this @davidalbertrob1 https://t.co/oElRB3QP9j	0	0	0
1920	@terroristavcisi @PressTV Go back to your hole you fucking roach.	0	0	0
1921	Just cause I wear flowy shorts and start to get drunk does NOT give you the right to rape me and it never will	0	0	0
1922	Pizza shops owner and 3 workers gang rape lost girl who asked them for directions https://t.co/XxyMNhfeHM	0	0	0
1923	@davereaboi @realDonaldTrump Stupid as, it dosent make the mullas angry, the hole nation is angry	0	0	0
1924	@Jack U suspend acct of rape victim, but not some one who promises 'Hell&Fury the planet has never seen' = #NuclearWar. You are a #HYPOCRITE	0	0	0
1925	@V_Bottoms @plumperpass I hope you love monster cock	0	0	0
1926	If you stand with rape survivors against rape, then stand up and practice what you preach. #womentakeovertwitter	0	0	0
1927	@decyphaaaa @Merrcyy9 @illuminatiy_ @swxsy Cunt your 16 dont act like you arnt lol go to bed before i knock your block off	0	0	0
1928	@BenRoss_AKL Are you using many added assets/buildings/props or just mostly mods? My 16gb of ram gets chewed up currently by it	0	0	0
1929	Shit the dick make you smoke lmao	0	0	0
